GRDC;GSIM;Error_m3/s;NRMSE;KGE;T-test;F-test;Distance_m;Months;Station_grdc;Station_gsim;River_grdc;River_gsim;Agree
4115351;US_0008484;0.163;1.72E-06;1;1.00E+00;5.00E-01;379;418;ENAVILLE, ID (NORTH FORK);AT ENAVILLE ID;COEUR D'ALENE RIVER;NF COEUR D ALENE RIVER;1
4115400;US_0008509;0.206;7.72E-07;1;1.00E+00;5.00E-01;7;413;LONG LAKE, WA;AT LONG LAKE, WA;SPOKANE RIVER;SPOKANE RIVER;1
4115401;US_0008504;0.191;6.91E-07;1;1.00E+00;5.00E-01;4;412;SPOKANE, WA;AT SPOKANE, WA;SPOKANE RIVER;SPOKANE RIVER;1
4115402;US_0008503;0.087;1.09E-06;1;1.00E+00;5.00E-01;678;139;GREENACRES, WA;AT GREENACRES, WA;SPOKANE RIVER;SPOKANE RIVER;1
4115403;US_0008502;0.254;8.63E-07;1;1.00E+00;5.00E-01;25;410;NEAR POST FALLS, ID;NEAR POST FALLS ID;SPOKANE RIVER;SPOKANE RIVER;1
4115410;US_0008498;0.174;1.31E-06;1;1.00E+00;5.00E-01;67;422;CALDER, ID;AT CALDER, ID;SAINT JOE CREEK;ST JOE RIVER;1
4115450;US_0008443;0.121;2.45E-05;1;1.00E+00;5.00E-01;98;305;NEAR MISSOULA, MT;NEAR MISSOULA MT;BITTERROOT RIVER;BITTERROOT RIVER;1
4115451;US_0008438;0.146;1.91E-05;1;1.00E+00;5.00E-01;30;411;NEAR DARBY, MT;NEAR DARBY MT;BITTERROOT RIVER;BITTERROOT RIVER;1
4116150;US_0008754;0.161;1.06E-05;1;1.00E+00;5.00E-01;4;410;MINAM, OR;AT MINAM, OR;MINAM RIVER;MINAM RIVER;1
4116170;US_0008719;0.105;1.46E-05;1;1.00E+00;5.00E-01;4;217;ABOVE SKULL CREEK NEAR NEW BRIDGE, OR;ABOVE SKULL CREEK, NEAR NEW BRIDGE, OR;EAGLE CREEK;EAGLE CREEK;1
4116181;US_0008757;0.543;5.57E-07;1;1.00E+00;5.00E-01;6;410;NEAR ANATONE, WA;NEAR ANATONE, WA;SNAKE RIVER;SNAKE RIVER;1
4116182;US_0008783;0.431;6.71E-07;1;1.00E+00;5.00E-01;5;180;BELOW ICE HARBOR DAM, WA;BELOW ICE HARBOR DAM, WA;SNAKE RIVER;SNAKE RIVER;1
4116183;US_0008721;0.328;6.26E-07;1;1.00E+00;5.00E-01;3;414;HELLS CANYON DAM (ID-OR STATE LINE);AT HELLS CANYON DAM ID-OR STATE LINE;SNAKE RIVER;SNAKE RIVER;1
4116184;US_0008712;0.347;7.12E-07;1;1.00E+00;5.00E-01;25;416;WEISER, ID;AT WEISER ID;SNAKE RIVER;SNAKE RIVER;1
4116185;US_0008683;0.243;7.16E-07;1;1.00E+00;5.00E-01;273;387;NYSSA, OR;AT NYSSA OR;SNAKE RIVER;SNAKE RIVER;1
4116186;US_0008664;0.226;9.65E-07;1;1.00E+00;5.00E-01;6;408;NEAR MURPHY, ID;NEAR MURPHY ID;SNAKE RIVER;SNAKE RIVER;1
4116187;US_0008657;0.279;1.09E-06;1;1.00E+00;5.00E-01;18;428;KING HILL, ID;AT KING HILL ID;SNAKE RIVER;SNAKE RIVER;1
4116188;US_0008624;0.202;8.32E-07;1;1.00E+00;5.00E-01;36;411;HOWELLS FERRY NEAR MINIDOKA, ID;NEAR MINIDOKA ID (AT HOWELLS FERRY);SNAKE RIVER;SNAKE RIVER;1
4116189;US_0008620;0.274;8.63E-07;1;1.00E+00;5.00E-01;83;427;NEELEY, ID;AT NEELEY ID;SNAKE RIVER;SNAKE RIVER;1
4116190;US_0008608;0.207;7.32E-07;1;1.00E+00;5.00E-01;100;411;NEAR SHELLEY, ID;NEAR SHELLEY ID;SNAKE RIVER;SNAKE RIVER;1
4116191;US_0008586;0.318;1.37E-06;1;1.00E+00;5.00E-01;24;414;NEAR IRWIN, ID;NEAR IRWIN ID;SNAKE RIVER;SNAKE RIVER;1
4116192;US_0008573;0.101;1.19E-06;1;1.00E+00;5.00E-01;42;243;MOOSE, WY;AT MOOSE, WY;SNAKE RIVER;SNAKE RIVER;1
4116193;US_0008569;0.159;0.00065953;1;0.997651029;0.499615533;3218;378;FLAGG RANCH ABOVE JACKSON LAKE, WY;AT FLAGG RANCH WY;SNAKE RIVER;SNAKE RIVER ABOVE JACKSON LAKE;1
4116200;US_0008782;0.205;4.86E-06;1;1.00E+00;5.00E-01;6;418;HOOPER, WA;AT HOOPER, WA;PALOUSE RIVER;PALOUSE RIVER;1
4116201;US_0008778;0.208;1.15E-05;1;1.00E+00;5.00E-01;15;417;NEAR POTLATCH, ID;NEAR POTLATCH, ID;PALOUSE RIVER;PALOUSE RIVER;1
4116300;US_0008775;0.321;6.30E-07;1;1.00E+00;5.00E-01;22;416;SPALDING, ID;AT SPALDING ID;CLEARWATER RIVER;CLEARWATER RIVER;1
4116301;US_0008767;0.217;5.97E-07;1;1.00E+00;5.00E-01;22;414;OROFINO, ID;AT OROFINO ID;CLEARWATER RIVER;CLEARWATER RIVER;1
4116311;US_0008769;0.172;1.04E-06;1;1.00E+00;5.00E-01;3294;411;NEAR CANYON RANGER STATION, ID (NF);NEAR CANYON RANGER STATION ID;CLEARWATER RIVER;NF CLEARWATER RIVER;1
4116320;US_0008761;0.178;1.05E-06;1;1.00E+00;5.00E-01;4;410;NEAR LOWELL, ID;NEAR LOWELL ID;SELWAY RIVER;SELWAY RIVER;1
4116325;US_0008762;0.184;1.18E-06;1;1.00E+00;5.00E-01;4;420;NEAR LOWELL, ID;NEAR LOWELL ID;LOCHSA RIVER;LOCHSA RIVER;1
4116330;US_0008742;0.234;5.02E-07;1;1.00E+00;5.00E-01;3;412;WHITE BIRD, ID;AT WHITE BIRD ID;SALMON RIVER;SALMON RIVER;1
4116331;US_0008735;0.081;1.80E-06;1;1.00E+00;5.00E-01;127;174;NEAR SHOUP, ID;NEAR SHOUP ID;SALMON RIVER;SALMON RIVER;1
4116332;US_0008730;0.172;2.03E-06;1;1.00E+00;5.00E-01;3;421;SALMON, ID;AT SALMON ID;SALMON RIVER;SALMON RIVER;1
4116333;US_0008724;0.129;5.58E-06;1;1.00E+00;5.00E-01;104;323;BELOW YANKEE FORK NEAR CLAYTON, ID;BELOW YANKEE FORK NEAR CLAYTON ID;SALMON RIVER;SALMON RIVER;1
4116335;US_0008738;0.113;1.31E-06;1;1.00E+00;5.00E-01;2;259;AT MOUTH NEAR SHOUP, ID (MIDDLE FORK);AT MOUTH NEAR SHOUP, ID;SALMON RIVER;MF SALMON RIVER;1
4116340;US_0008731;0.191;1.87E-05;1;1.00E+00;5.00E-01;104;415;NEAR LEMHI, ID;NEAR LEMHI ID;LEMHI RIVER;LEMHI RIVER;1
4116350;US_0008662;0.226;6.79E-06;1;1.00E+00;5.00E-01;18;423;NEAR HOT SPRING, ID;NEAR HOT SPRING ID;BRUNEAU RIVER;BRUNEAU RIVER;1
4116351;US_0008659;0.272;5.71E-05;0.9999;9.99E-01;5.00E-01;5;413;ROWLAND, NV;AT ROWLAND, NV;BRUNEAU RIVER;BRUNEAU RIVER;1
4116360;US_0008723;0.191;3.37E-05;1;1.00E+00;5.00E-01;1;271;STANLEY, ID;AT STANLEY ID;VALLEY CREEK;VALLEY CREEK;1
4116370;US_0008729;0.173;5.50E-05;0.9999;9.99E-01;5.00E-01;18554;368;ELLIS, ID;AT ELLIS ID;PAHSIMEROI RIVER;PAHSIMEROI RIVER;1
4116400;US_0008704;0.202;1.83E-06;1;1.00E+00;5.00E-01;22;422;NEAR PAYETTE, ID;NEAR PAYETTE ID;PAYETTE RIVER;PAYETTE RIVER;1
4116401;US_0008701;0.166;1.79E-06;1;1.00E+00;5.00E-01;26;415;NEAR EMMETT, ID;NEAR EMMETT ID;PAYETTE RIVER;PAYETTE RIVER;1
4116402;US_0008700;0.184;1.76E-06;1;1.00E+00;5.00E-01;105;419;NEAR HORSESHOE BEND, ID;NEAR HORSESHOE BEND ID;PAYETTE RIVER;PAYETTE RIVER;1
4116405;US_0008699;0.167;4.59E-06;1;1.00E+00;5.00E-01;86;423;NEAR BANKS, ID;NEAR BANKS ID;NORTH FORK PAYETTE RIVER;NF PAYETTE RIVER;1
4116406;US_0008698;0.215;7.56E-06;1;1.00E+00;5.00E-01;1;408;CASCADE, ID;AT CASCADE ID;NORTH FORK PAYETTE RIVER;NF PAYETTE RIVER;1
4116407;US_0008695;0.223;1.32E-05;1;1.00E+00;5.00E-01;56;412;MCCALL, ID;AT MCCALL ID;NORTH FORK PAYETTE RIVER;NF PAYETTE RIVER;1
4116450;US_0008670;0.413;5.98E-06;1;1.00E+00;5.00E-01;51;412;BELOW OWYHEE DAM, OR;BELOW OWYHEE DAM, OR;OWYHEE RIVER;OWYHEE RIVER;1
4116451;US_0008669;0.179;1.89E-06;1;1.00E+00;5.00E-01;89;413;NEAR ROME, OR;NEAR ROME OR;OWYHEE RIVER;OWYHEE RIVER;1
4116452;US_0008666;0.184;6.35E-05;0.9999;9.99E-01;5.00E-01;6;264;NEAR MOUNTAIN CITY, NV;NEAR MOUNTAIN CITY, NV;OWYHEE RIVER;OWYHEE RIVER;1
4116460;US_0008680;0.176;3.23E-06;1;1.00E+00;5.00E-01;44;394;GLENWOOD BRIDGE NEAR BOISE, ID;AT GLENWOOD BRIDGE NEAR BOISE ID;BOISE RIVER;BOISE RIVER;1
4116461;US_0008671;0.194;3.20E-06;1;1.00E+00;5.00E-01;1015;426;NEAR TWIN SPRINGS, ID;NEAR TWIN SPRINGS ID;BOISE RIVER;BOISE RIVER;1
4116470;US_0008603;0.182;2.28E-06;1;1.00E+00;5.00E-01;19;419;NEAR REXBURG, ID;NEAR REXBURG ID;HENRYS FORK;HENRYS FORK;1
4116471;US_0008597;0.186;2.81E-06;1;1.00E+00;5.00E-01;68;423;ST. ANTHONY, ID;AT ST ANTHONY ID;HENRYS FORK;HENRYS FORK;1
4116480;US_0008612;0.253;0.000164403;1;0.999824541;0.499596032;60;407;NEAR BLACKFOOT, ID;NEAR BLACKFOOT ID;BLACKFOOT RIVER;BLACKFOOT RIVER;1
4116481;US_0008610;0.081;3.91E-05;1;1.00E+00;5.00E-01;451;153;ABOVE RESERVOIRE NEAR HENRY, ID;ABOVE RESERVOIR NEAR HENRY ID;BLACKFOOT RIVER;BLACKFOOT RIVER;1
4118100;US_0007376;0.295;4.24E-05;0.9999;9.99E-01;5.00E-01;3;410;WOODFORDS, CA (WEST FORK);AT WOODFORDS, CA;CARSON RIVER;W FK CARSON RIVER;1
4118105;US_0007387;0.187;6.68E-06;1;1.00E+00;5.00E-01;6638;414;NEAR FORT CHURCHILL, NV;NEAR FORT CHURCHILL, NV;CARSON RIVER;CARSON RIVER;1
4118110;US_0007364;0.233;1.58E-05;1;1.00E+00;5.00E-01;81;411;NEAR WABUSKA, NV;NEAR WABUSKA, NV;WALKER RIVER;WALKER RIVER;1
4118200;US_0007328;0.068;0.001169242;0.9992;0.999571797;0.496409095;7;78;NEAR MOJAVE, CA;NEAR MOJAVE CA;OAK CREEK;OAK CREEK;1
4118220;US_0007326;0.285;0.000115702;0.9998;0.999776054;0.499918546;4;419;NEAR VALYERMO, CA;NEAR VALYERMO CA;BIG ROCK CREEK;BIG ROCK CREEK;1
4118300;US_0007314;0.078;7.24E-05;0.9996;9.98E-01;5.00E-01;4;410;NEAR PALM SPRINGS, CA;NEAR PALM SPRINGS CA;PALM CANYON CREEK;PALM CYN CREEK;1
4118310;US_0007317;0.199;0.000305688;0.9958;0.987616689;0.498835987;6;419;NEAR PALM DESERT, CA;NEAR PALM DESERT CA;DEEP CREEK;DEEP CREEK;1
4118315;US_0007043;0;0.00043943;1;0.998045273;0.498641854;6;146;DECATUR BLVD AT LAS VEGAS, NV;AT DECATUR BLVD AT LAS VEGAS, NV;FLAMINGO WASH;FLAMINGO WASH;1
4118317;US_0007050;0.044;0.005789952;0.9711;0.928328464;0.457758074;3;309;NEAR IVANPAH, CA;NEAR IVANPAH CA;CARUTHERS CREEK;CARUTHERS CREEK;1
4118320;US_0007301;0.086;0.077332635;0.9902;0.720780725;0.06046254;4;107;TECOPA, CA;AT TECOPA, CA;AMARGOSA RIVER;AMARGOSA RIVER;1
4118400;US_0007487;0.086;1.19E-05;1;1.00E+00;5.00E-01;7;160;NEAR BURNS, OR;NEAR BURNS,OREG.;SILVIES RIVER;SILVIES RIVER;1
4118410;US_0007406;0.245;5.67E-06;1;1.00E+00;5.00E-01;5;418;PALISADE, NV;AT PALISADE, NV;HUMBOLDT RIVER;HUMBOLDT RIVER;1
4118420;US_0007488;0.275;5.29E-05;1;1.00E+00;5.00E-01;29;410;NEAR FRENCHGLEN, OR;NEAR FRENCHGLEN OR;DONNER UND BLITZEN RIVER;DONNER UND BLITZEN RIVER;1
4118440;US_0007415;0.231;4.65E-06;1;1.00E+00;5.00E-01;1;422;NEAR IMLAY, NV;NEAR IMLAY, NV;HUMBOLDT RIVER;HUMBOLDT RIVER;1
4118450;US_0007469;0.013;0.000212482;0.9993;0.999381955;0.499891717;952;21;NEAR MC DERMITT, NV (EAST FORK);NEAR MC DERMITT, NV;QUINN RIVER;E FK QUINN RIVER;1
4118800;US_0007259;0.304;3.58E-05;1;1.00E+00;5.00E-01;1;413;HATCH, UT;AT HATCH, UT;SEVIER RIVER;SEVIER RIVER;1
4118850;US_0007277;0.274;8.76E-06;1;1.00E+00;5.00E-01;7;410;JUAB, UT;NEAR JUAB, UT;SEVIER RIVER;SEVIER RIVER;1
4118900;US_0007183;0.113;5.86E-05;0.9998;9.99E-01;5.00E-01;107;150;NEAR WYOMING-IDAHO STATE LINE;NEAR WYOMING-IDAHO STATE LINE;THOMAS FORK;THOMAS FORK;1
4119050;US_0003863;0.13;1.86E-05;1;1.00E+00;5.00E-01;5;303;NIMROD, MN;AT NIMROD, MN;CROW WING RIVER;CROW WING RIVER;1
4119070;US_0003872;0.19;3.23E-05;1;1.00E+00;5.00E-01;5;411;ROCKFORD, MN;AT ROCKFORD, MN;CROW RIVER;CROW RIVER;1
4119080;US_0003912;0.196;7.89E-07;1;1.00E+00;5.00E-01;29;418;ST. CROIX FALLS, WI;AT ST. CROIX FALLS, WI;SAINT CROIX RIVER;ST. CROIX RIVER;1
4119090;US_0003898;0.213;0.00082759;1;0.996891195;0.499095388;171;414;NEAR RAPIDAN, MN;NEAR RAPIDAN, MN;LE SUEUR RIVER;LE SUEUR RIVER;1
4119100;US_0003903;0.337;0.000116112;1;0.999599666;0.499789042;2310;412;ST.PAUL, MN;AT ST. PAUL, MN;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4119101;US_0003860;0.2;2.75E-06;1;1.00E+00;5.00E-01;4;410;AITKIN, MN;AT AITKIN, MN;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4119150;US_0003982;0.188;2.37E-06;1;1.00E+00;5.00E-01;1;426;GARBER, IA;AT GARBER, IA;TURKEY RIVER;TURKEY RIVER;1
4119170;US_0003999;0.179;1.39E-06;1;1.00E+00;5.00E-01;5;427;NEAR DE WITT, IA;NEAR DE WITT, IA;WAPSIPINICON RIVER;WAPSIPINICON RIVER;1
4119200;US_0004048;0.203;1.01E-06;1;1.00E+00;5.00E-01;542;410;NEAR JOSLIN, IL;NEAR JOSLIN, IL;ROCK RIVER;ROCK RIVER;1
4119201;US_0004019;0.174;2.03E-06;1;1.00E+00;5.00E-01;503;421;AFTON, WI;AT AFTON, WI;ROCK RIVER;ROCK RIVER;1
4119210;US_0004032;0.182;3.18E-06;1;1.00E+00;5.00E-01;4;424;FREEPORT, IL;AT FREEPORT, IL;PECATONICA RIVER;PECATONICA RIVER;1
4119220;US_0004043;0.179;3.99E-06;1;1.00E+00;5.00E-01;22;421;NEAR PERRYVILLE, IL;NEAR PERRYVILLE, IL;KISHWAUKEE RIVER;KISHWAUKEE RIVER;1
4119230;US_0004049;0.159;6.35E-06;1;1.00E+00;5.00E-01;3;419;NEAR GENESEO, IL;NEAR GENESEO, IL;GREEN RIVER;GREEN RIVER;1
4119250;US_0004089;0.245;3.93E-07;1;1.00E+00;5.00E-01;2;416;WAPELLO, IA;AT WAPELLO, IA;IOWA RIVER;IOWA RIVER;1
4119251;US_0004067;0.174;8.79E-07;1;1.00E+00;5.00E-01;2;425;IOWA CITY, IA;AT IOWA CITY, IA;IOWA RIVER;IOWA RIVER;1
4119252;US_0004055;0.169;2.35E-06;1;1.00E+00;5.00E-01;2;421;MARSHALLTOWN, IA;AT MARSHALLTOWN, IA;IOWA RIVER;IOWA RIVER;1
4119260;US_0004086;0.202;5.26E-07;1;1.00E+00;5.00E-01;150;412;CEDAR RAPIDS, IA;AT CEDAR RAPIDS, IA;CEDAR RIVER;CEDAR RIVER;1
4119261;US_0004084;0.205;2.37E-05;1;1.00E+00;5.00E-01;7;414;WATERLOO, IA;AT WATERLOO, IA;CEDAR RIVER;CEDAR RIVER;1
4119262;US_0004077;0.205;1.86E-06;1;1.00E+00;5.00E-01;2;429;JANESVILLE, IA;AT JANESVILLE, IA;CEDAR RIVER;CEDAR RIVER;1
4119263;US_0004074;0.149;3.52E-06;1;1.00E+00;5.00E-01;83;363;CHARLES CITY, IA;AT CHARLES CITY, IA;CEDAR RIVER;CEDAR RIVER;1
4119264;US_0004088;0.2;5.20E-07;1;1.00E+00;5.00E-01;590;410;NEAR CONESVILLE, IA;NEAR CONESVILLE, IA;CEDAR RIVER;CEDAR RIVER;1
4119265;US_0004081;0.133;2.17E-05;1;1.00E+00;5.00E-01;5;338;SHELL ROCK, IA;AT SHELL ROCK, IA;SHELL ROCK RIVER;SHELL ROCK RIVER;1
4119270;US_0004106;0.167;8.21E-07;1;1.00E+00;5.00E-01;90;410;AUGUSTA, IA;AT AUGUSTA, IA;SKUNK RIVER;SKUNK RIVER;1
4119271;US_0004101;0.185;2.04E-06;1;1.00E+00;5.00E-01;52;420;NEAR OSKALOOSA, IA (S. BRANCH);NEAR OSKALOOSA, IA;SKUNK RIVER;SOUTH SKUNK RIVER;1
4119280;US_0004144;0.243;3.62E-07;1;1.00E+00;5.00E-01;2;416;KEOSAUQUA, IA;AT KEOSAUQUA, IA;DES MOINES RIVER;DES MOINES RIVER;1
4119281;US_0004116;0.195;8.37E-07;1;1.00E+00;5.00E-01;153;410;NEAR STRATFORD, IA;NEAR STRATFORD, IA;DES MOINES RIVER;DES MOINES RIVER;1
4119282;US_0004114;0.189;9.97E-07;1;1.00E+00;5.00E-01;344;420;FORT DODGE, IA;AT FORT DODGE, IA;DES MOINES RIVER;DES MOINES RIVER;1
4119283;US_0004112;0.198;3.83E-06;1;1.00E+00;5.00E-01;180;411;DAKOTA CITY, IA (EAST FORK);AT DAKOTA CITY, IA;DES MOINES RIVER;EAST FORK DES MOINES RIVER;1
4119285;US_0004127;0.169;1.19E-06;1;1.00E+00;5.00E-01;6;414;VAN METER, IA;AT VAN METER, IA;RACCOON RIVER;RACCOON RIVER;1
4119286;US_0004122;0.174;3.19E-06;1;1.00E+00;5.00E-01;5;410;NEAR JEFFERSON, IA;NEAR JEFFERSON, IA;NORTH RACCOON RIVER;NORTH RACCOON RIVER;1
4119288;US_0004115;0.222;4.69E-06;1;1.00E+00;5.00E-01;273;418;NEAR WEBSTER CITY, IA;NEAR WEBSTER CITY, IA;BOONE RIVER;BOONE RIVER;1
4119290;US_0004171;0.205;1.49E-06;1;1.00E+00;5.00E-01;133;413;NEAR NEW LONDON, MO;NEAR NEW LONDON, MO;SALT RIVER;SALT RIVER;1
4119295;US_0004175;0.22;2.96E-06;1;1.00E+00;5.00E-01;1076;420;NEAR TROY, MO;NEAR TROY, MO;CUIVRE RIVER;CUIVRE RIVER;1
4119300;US_0004107;15.723;0.000376526;1;0.998597377;0.499696249;5;409;KEOKUK, IA;AT KEOKUK, IA;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4119310;US_0004198;0.177;9.05E-07;1;1.00E+00;5.00E-01;5;417;NEAR WILMINGTON, IL;NEAR WILMINGTON, IL;KANKAKEE RIVER;KANKAKEE RIVER;1
4119311;US_0004187;0.177;2.74E-06;1;1.00E+00;5.00E-01;7;424;MOMENCE, IL;AT MOMENCE, IL;KANKAKEE RIVER;KANKAKEE RIVER;1
4119312;US_0004185;0.171;0.000775396;1;0.997850526;0.498709138;2;427;SHELBY, IN;AT SHELBY, IN;KANKAKEE RIVER;KANKAKEE RIVER;1
4119313;US_0004183;0.173;0.005073127;1;0.98560121;0.492789899;66;406;DUNNS BRIDGE, IN;AT DUNNS BRIDGE, IN;KANKAKEE RIVER;KANKAKEE RIVER;1
4119315;US_0004196;0.183;1.61E-06;1;1.00E+00;5.00E-01;4;424;NEAR CHEBANSE, IL;NEAR CHEBANSE, IL;IROQUOIS RIVER;IROQUOIS RIVER;1
4119317;US_0004263;0.175;2.26E-06;1;1.00E+00;5.00E-01;5;420;DAYTON, IL;AT DAYTON, IL;FOX RIVER;FOX RIVER;1
4119318;US_0004265;0.193;4.82E-05;1;1.00E+00;5.00E-01;4;412;NEAR LEONORE, IL;NEAR LEONORE, IL;VERMILION RIVER;VERMILION RIVER;1
4119321;US_0004283;0.192;4.64E-06;1;1.00E+00;5.00E-01;54;416;LONDON MILLS, IL;AT LONDON MILLS, IL;SPOON RIVER;SPOON RIVER;1
4119322;US_0004284;0.187;2.77E-06;1;1.00E+00;5.00E-01;5;420;SEVILLE, IL;AT SEVILLE, IL;SPOON RIVER;SPOON RIVER;1
4119325;US_0004303;0.166;2.08E-06;1;1.00E+00;5.00E-01;4;425;NEAR GREENVIEW, IL;NEAR GREENVIEW, IL;SALT CREEK;SALT CREEK;1
4119327;US_0004308;0.185;2.76E-06;1;1.00E+00;5.00E-01;3;412;RIPLEY, IL;AT RIPLEY, IL;LA MOINE RIVER;LA MOINE RIVER;1
4119400;US_0004310;0.487;6.35E-07;1;1.00E+00;5.00E-01;2;410;VALLEY CITY;AT VALLEY CITY, IL;ILLINOIS RIVER;ILLINOIS RIVER;1
4119401;US_0004268;0.271;9.01E-07;1;1.00E+00;5.00E-01;44;399;HENRY, IL;AT HENRY, IL;ILLINOIS RIVER;ILLINOIS RIVER;1
4119410;US_0004305;0.197;8.90E-07;1;1.00E+00;5.00E-01;32;418;NEAR OAKFORD, IL;NEAR OAKFORD, IL;SANGAMON RIVER;SANGAMON RIVER;1
4119430;US_0003940;0.192;2.11E-06;1;1.00E+00;5.00E-01;22;410;NEAR GAILSVILLE, WI;NEAR GALESVILLE, WI;BLACK RIVER;BLACK RIVER;1
4119431;US_0003938;0.189;7.13E-06;1;1.00E+00;5.00E-01;11;399;NEILLSVILLE, WI;AT NEILLSVILLE, WI;BLACK RIVER;BLACK RIVER;1
4119440;US_0003929;0.216;8.64E-07;1;1.00E+00;5.00E-01;390;413;DURAND, WI;AT DURAND, WI;CHIPPEWA RIVER;CHIPPEWA RIVER;1
4119441;US_0003926;0.179;9.42E-07;1;1.00E+00;5.00E-01;173;383;CHIPPEWA FALLS, WI;AT CHIPPEWA FALLS, WI;CHIPPEWA RIVER;CHIPPEWA RIVER;1
4119442;US_0003920;0.19;3.70E-06;1;1.00E+00;5.00E-01;2;415;NEAR BRUCE, WI;NEAR BRUCE, WI;CHIPPEWA RIVER;CHIPPEWA RIVER;1
4119445;US_0003928;0.159;4.21E-06;1;1.00E+00;5.00E-01;1130;420;MENOMONIE, WI;AT MENOMONIE, WI;RED CEDAR RIVER;RED CEDAR RIVER;1
4119447;US_0003924;0.168;0.001865331;1;0.993527522;0.496734078;3928;415;NEAR BRUCE, WI;NEAR BRUCE, WI;FLAMBEAU RIVER;FLAMBEAU RIVER;1
4119450;US_0003974;0.264;1.08E-06;1;1.00E+00;5.00E-01;20;427;MUSCODA,, WI;AT MUSCODA, WI;WISCONSIN RIVER;WISCONSIN RIVER;1
4119451;US_0003970;0.206;0.000687425;1;0.997604339;0.498738373;132;408;WISCONSIN DELLS, WI;NEAR WISCONSIN DELLS, WI;WISCONSIN RIVER;WISCONSIN RIVER;1
4119452;US_0003967;0.173;9.90E-06;1;1.00E+00;5.00E-01;1;408;WISCONSIN RAPIDS, WI;AT WISCONSIN RAPIDS, WI;WISCONSIN RIVER;WISCONSIN RIVER;1
4119453;US_0003964;0.175;0.007281665;1;0.966027822;0.484351113;156;410;ROTHSCHILD, WI;AT ROTHSCHILD, WI;WISCONSIN RIVER;WISCONSIN RIVER;1
4119454;US_0003958;0.173;0.001009208;1;0.996525754;0.499064264;4;414;RAINBOW LAKE NEAR LAKE TOMAHAWK, WI;AT RAINBOW LAKE NEAR LAKE TOMAHAWK,WI;WISCONSIN RIVER;WISCONSIN RIVER;1
4119460;US_0003901;0.225;0.001419913;1;0.994039339;0.499772521;2;411;NEAR JORDAN, MN;NEAR JORDAN, MN;MINNESOTA RIVER;MINNESOTA RIVER;1
4119461;US_0003885;0.193;1.10E-06;1;1.00E+00;5.00E-01;4;417;MONTEVIDEO, MN;AT MONTEVIDEO, MN;MINNESOTA RIVER;MINNESOTA RIVER;1
4119500;US_0003985;0.012;0.00014754;0.9999;0.999403696;0.499835094;4;24;NEAR DURANGO, IA;NEAR DURANGO, IA;LITTLE MAQUOKETA RIVER;LITTLE MAQUOKETA RIVER;1
4119510;US_0003991;0.174;2.27E-06;1;1.00E+00;5.00E-01;5;425;NEAR MAQUOKETA, IA;NEAR MAQUOKETA, IA;MAQUOKETA RIVER;MAQUOKETA RIVER;1
4119600;US_0004204;0.221;1.96E-05;1;1.00E+00;5.00E-01;304;420;NEAR GURNEE, ILL.;NEAR GURNEE, IL;DES PLAINES RIVER;DES PLAINES RIVER;1
4119650;US_0003994;1.009;5.94E-07;1;1.00E+00;5.00E-01;3;414;CLINTON, IA;AT CLINTON, IA;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4119800;US_0004315;0.538;8.41E-07;1;1.00E+00;5.00E-01;7;89;ALTON, ILL.;AT ALTON, IL;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4120100;US_0004455;0.307;5.03E-05;0.9999;1.00E+00;5.00E-01;34;398;NEAR POPLAR, MT;NEAR POPLAR MT;POPLAR RIVER;POPLAR RIVER;1
4120110;US_0004561;0.195;0.000147723;1;0.999236222;0.499754848;27;412;MILES CITY, MT;AT MILES CITY, MT;TONGUE RIVER;TONGUE RIVER;1
4120111;US_0004555;0.355;1.34E-05;1;1.00E+00;5.00E-01;15;420;TONGUE RIVER DAM NEAR DECKER, MT;AT TONGUE RIVER DAM NEAR DECKER MT;TONGUE RIVER;TONGUE RIVER;1
4120112;US_0004542;0.26;2.30E-05;1;1.00E+00;5.00E-01;3;415;NEAR DAYTON, WY;NEAR DAYTON, WY;TONGUE RIVER;TONGUE RIVER;1
4120120;US_0004537;0.191;1.48E-06;1;1.00E+00;5.00E-01;34;424;ABOVE TULLOCK CREEK NEAR BIGHORN, MT;ABOVE TULLOCK CREEK NEAR BIGHORN MT;BIGHORN RIVER;BIGHORN RIVER;1
4120121;US_0004520;0.191;2.31E-06;1;1.00E+00;5.00E-01;4;411;KANE, WY;AT KANE, WY;BIGHORN RIVER;BIGHORN RIVER;1
4120125;US_0004528;0.172;3.68E-06;1;1.00E+00;5.00E-01;127;411;NEAR LOVELL, WY;NEAR LOVELL, WY;SHOSHONE RIVER;SHOSHONE RIVER;1
4120200;US_0004453;0.23;0.000122923;1;0.999243713;0.499873373;44;412;NASHUA, MT;AT NASHUA MT;MILK RIVER;MILK RIVER;1
4120201;US_0004449;0.139;4.98E-05;1;1.00E+00;5.00E-01;57;217;NEAR DODSON, MT;NEAR DODSON MT;MILK RIVER;MILK RIVER;1
4120202;US_0004443;0.224;0.000133131;1;0.99949999;0.499734271;29;399;HAVRE, MT;AT HAVRE MT;MILK RIVER;MILK RIVER;1
